효능군,품목명
소화성궤양용제,오메라핀캡슐(오메프라졸)_(20mg/1캡슐)
소화성궤양용제,애니시드캡슐(오메프라졸장용성과립)_(20mg/1캡슐)
소화성궤양용제,대한뉴팜오엠프라졸캡슐(오메프라졸)_(20mg/1캡슐)
소화성궤양용제,메프라졸캡슐(오메프라졸)_(20mg/1캡슐)
소화성궤양용제,엠프라캡슐(오메프라졸장용성과립)(수출명:OMERAMEXcap.)_(20mg/1캡슐)
소화성궤양용제,오메그린캡슐(오메프라졸)_(20mg/1캡슐)
소화성궤양용제,셀트리온오메프라졸캡슐20밀리그램(오메프라졸)_(20mg/1캡슐)
소화성궤양용제,아메졸캡슐(오메프라졸)_(20mg/1캡슐)
소화성궤양용제,오엠피정20밀리그램(오메프라졸)_(20mg/1정)
소화성궤양용제,오메드정(오메프라졸)_(20mg/1정)
소화성궤양용제,오엠피정40밀리그램(오메프라졸)_(40mg/1정)
소화성궤양용제,오메드정10밀리그램(오메프라졸)_(10mg/1정)
정신신경용제,테리락스엑스엘서방정(오르페나드린시트르산염)_(50mg/1정)
정신신경용제,오페릴50서방정(오르펜나드린시트르산염50밀리그람)_(50mg/1정)
정신신경용제,오페나딘서방정50밀리그램(오르펜나드린시트르산염)_(50mg/1정)
정신신경용제,스락신정25밀리그램(오르페나드린염산염)_(25mg/1정)
정신신경용제,스코드린정(오르페나드린염산염)_(25mg/1정)
정신신경용제,올페드린정25밀리그램(오르페나드린염산염)_(25mg/1정)
호흡기관용약,옥사틴정(옥사토마이드)_(30mg/1정)
호흡기관용약,옥사타딘정(옥사토마이드)_(30mg/1정)
소화성궤양용제,판포졸정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판토라졸정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판프라정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판터롤정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판프라졸정40mg(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판토라인정(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판토프라정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,펩타졸정40밀리그람(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,익스트림정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판피록정40mg(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판테졸정(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판테온정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판타릴정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판토원정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,토프라졸정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판토케이정40mg(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판토라정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판토록정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정)
소화성궤양용제,판토라인주(판토프라졸나트륨세스키히드레이트)_(45.1mg/1병)
소화성궤양용제,판토프라주(판토프라졸나트륨세스키히드레이트)_(45.1mg/1병)
소화성궤양용제,판토메드주사(판토프라졸나트륨세스키히드레이트)_(45.1mg/1병)
소화성궤양용제,펩타졸주사(판토프라졸나트륨세스키히드레이트)_(42.3mg/1병)
소화성궤양용제,판타졸주사(판토프라졸나트륨세스키히드레이트)_(45.1mg/1병)
소화성궤양용제,판토시드주사(판토프라졸나트륨세스키히드레이트)_(45.1mg/1병)
소화성궤양용제,글로판토프라주40mg(판토프라졸나트륨세스키히드레이트)_(45.1mg/1병)
소화성궤양용제,판토록주사(판토프라졸나트륨세스키히드레이트)_(45.1mg/1병)
소화성궤양용제,판포졸정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판토라졸정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판프라정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판터롤정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판프라졸정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.6mg/1정)
소화성궤양용제,판토라인정20mg(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판토프라정20밀리그람(판토프라졸나트륨세스키히드레이트)_(22.6mg/1정)
소화성궤양용제,펩타졸정20밀리그람(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,익스트림정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판피록정20mg(판토프라졸나트륨세스키히드레이트)_(22.6mg/1정)
소화성궤양용제,판테졸정20밀리그람(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판토시드정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판테온정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판타릴정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판토스탁정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판토원정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,토프라졸정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.6mg/1정)
소화성궤양용제,판토케이정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판토라정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)
소화성궤양용제,판토록정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.57mg/1정)
정신신경용제,파로세닌정10밀리그램(파록세틴염산염수화물)_(11.44mg/1정)
정신신경용제,파로자트정10밀리그램(파록세틴염산염수화물)_(11.4mg/1정)
정신신경용제,파록스정10밀리그램(파록세틴염산염수화물)_(11.44mg/1정)
정신신경용제,한독세로자트정10밀리그램(파록세틴염산염수화물)_(11.4mg/1정)
정신신경용제,파마파록세틴정10밀리그램(파록세틴염산염수화물)_(11.4mg/1정)
정신신경용제,팍세틸정(파록세틴염산염반수화물)_(22.88mg/1정)
정신신경용제,파로세닌정20밀리그램(파록세틴염산염수화물)_(22.88mg/1정)
정신신경용제,파록센정(파록세틴염산염반수화물)_(22.88mg/1정)
정신신경용제,파로자트정20밀리그램(파록세틴염산염수화물)_(22.8mg/1정)
정신신경용제,파록스정20mg(파록세틴염산염수화물)_(22.88mg/1정)
정신신경용제,한독세로자트정20밀리그램(파록세틴염산염수화물)_(22.88mg/1정)
정신신경용제,파마파록세틴정(파록세틴염산염수화물)_(22.8mg/1정)
정신신경용제,환인파록세틴정20밀리그램(파록세틴염산염수화물)_(22.8mg/1정)
정신신경용제,산도스파록세틴정(무수염산파록세틴)_(22.2mg/1정)
정신신경용제,에이자트씨알정12.5밀리그램(파록세틴염산염수화물)_(14.25mg/1정)
정신신경용제,팍세틸씨알정(파록세틴염산염수화물)_(14.25mg/1정)
정신신경용제,영진파록세틴씨알정(파록세틴염산염수화물)_(14.25mg/1정)
정신신경용제,파로자트씨알정12.5밀리그램(파록세틴염산염수화물)_(14.25mg/1정)
정신신경용제,팍실CR정12.5밀리그램(파록세틴염산염수화물)_(14.25mg/1정)
정신신경용제,파록스씨알정12.5밀리그램(파록세틴염산염수화물)_(14.25mg/1정)
정신신경용제,팍세론틴서방정12.5밀리그램(파록세틴염산염수화물)_(14.25mg/1정)
정신신경용제,에이자트씨알정25밀리그램(파록세틴염산염수화물)_(28.5mg/1정)
정신신경용제,파로자트씨알정25밀리그램(파록세틴염산염수화물)_(28.5mg/1정)
정신신경용제,파록스씨알정25밀리그램(파록세틴염산염반수화물)_(28.5mg/1정)
정신신경용제,팍세론틴서방정25밀리그램(파록세틴염산염수화물)_(28.5mg/1정)
호흡기관용약,페미로살정5밀리그램(페미로라스트칼륨)_(5mg/1정)
호흡기관용약,페미로살정10밀리그램(페미로라스트칼륨)_(10mg/1정)
호흡기관용약,페미로살건조시럽(페미로라스트칼륨)_(0.5g/100g)
최면진정제,엔토발주100밀리그람(펜토바르비탈나트륨)_(0.1g/2mL)
혈압강하작용의약품,아서프릴정4밀리그램(페린도프릴-t-부틸아민)_(4mg/1정)
혈압강하작용의약품,아서틸정4밀리그람(페린도프릴-t-부틸아민)_(4mg/1정)
혈압강하작용의약품,아서틸정8밀리그람(페린도프릴-t-부틸아민)_(8mg/1정)
정신신경용제,명인페르페나진정4밀리그램_(4mg/1정)
마약류 아편유사제,제일페티딘염산염주사액_(25mg/0.5mL)
마약류 아편유사제,하나염산페치딘주사_(25mg/0.5mL)
마약류 아편유사제,명문염산페치딘주사_(50mg/1mL)
마약류 아편유사제,제일페티딘염산염주사액_(50mg/1mL)
마약류 아편유사제,비씨염산페치딘주사액_(50mg/1mL)
마약류 아편유사제,하나염산페치딘주사_(50mg/1mL)
마약류 아편유사제,대원염산페치딘주사액_(50mg/1mL)
최면진정제,하나페노바르비탈정_(30mg/1정)
최면진정제,제일페노바르비탈주사액(페노바르비탈나트륨)_(0.1g/1mL)
해열진통소염제,지엘피록시캄캡슐10밀리그램_(10mg/1캡슐)
해열진통소염제,필로젠정10밀리그람(피록시캄)_(10mg/1정)
해열진통소염제,지엘피록시캄캡슐20밀리그램_(20mg/1캡슐)
해열진통소염제,필로젠정(피록시캄)_(20mg/1정)
해열진통소염제,대한피록시캄주_(20mg/1mL)
해열진통소염제,대화피록시캄주(피록시캄)(수출명:PIC-20INJ.)_(20mg/1mL)
해열진통소염제,로감주사(피록시캄)_(20mg/1mL)
해열진통소염제,유영피록시캄근육주사_(20mg/1mL)
해열진통소염제,로시덴주(피록시캄)_(20mg/1mL)
해열진통소염제,솔루캄주사(피록시캄)_(20mg/1mL)
해열진통소염제,위더스피록시캄주사액_(20mg/1mL)
해열진통소염제,로녹신주(피록시캄)PRIME-PIROCAMInj._(20mg/1mL)
해열진통소염제,"유니온피록시캄주(수출명:PROXID Inj., UNIXICAM Inj.)_(20mg/1mL)"
해열진통소염제,"휴온스피록시캄근육주사(수출명:CAMADOLinj.,CAMROX20mgInj.)_(20mg/1mL)"
해열진통소염제,제뉴원피록시캄주_(20mg/1mL)
해열진통소염제,료마주(피록시캄칼륨)_(22.3mg/1mL)
해열진통소염제,피로브이주(피록시캄칼륨)_(22.3mg/1mL)
해열진통소염제,코오롱브렉신정10밀리그램(피록시캄베타사이클로덱스트린)_(95.6mg/1정)
호흡기관용약,오논캡슐(프란루카스트수화물)_(0.1125g/1캡슐)
호흡기관용약,프란카캡슐(프란루카스트수화물)_(0.1125g/1캡슐)
호흡기관용약,씨투스현탁정100mg(프란루카스트수화물)_(0.1g/1정)
호흡기관용약,프라네어캡슐(프란루카스트수화물)_(0.1125g/1캡슐)
호흡기관용약,프라카논정75밀리그람(프란루카스트수화물)_(75mg/1정)
호흡기관용약,씨투스현탁정50mg(프란루카스트수화물)_(50mg/1정)
호흡기관용약,씨투스현탁정70mg(프란루카스트수화물)_(70mg/1정)
호흡기관용약,씨투스현탁정140mg(프란루카스트수화물)_(0.14g/1정)
호흡기관용약,씨투스정50mg(프란루카스트수화물)_(50mg/1정)
호흡기관용약,씨투스건조시럽(프란루카스트수화물)_(0.05g/0.5g)
호흡기관용약,씨투스건조시럽(프란루카스트수화물)_(0.07g/0.7g)
호흡기관용약,씨투스건조시럽(프란루카스트수화물)_(0.1g/1g)
호흡기관용약,씨투스건조시럽(프란루카스트수화물)_(10g/100g)
지질저하제,메바로친정10밀리그램(프라바스타틴나트륨)_(10mg/1정)
지질저하제,프라스탄정10밀리그람(프라바스타틴나트륨)_(10mg/1정)
지질저하제,메바로친정5밀리그램(프라바스타틴나트륨)_(5mg/1정)
지질저하제,프라스탄정5밀리그람(프라바스타틴나트륨)_(5mg/1정)
지질저하제,메바로친정20밀리그램(프라바스타틴나트륨)_(20mg/1정)
지질저하제,프라스탄정20밀리그람(프라바스타틴나트륨)_(20mg/1정)
지질저하제,메바로친정40밀리그램(프라바스타틴나트륨)_(40mg/1정)
지질저하제,프라스탄정40밀리그람(프라바스타틴나트륨)_(40mg/1정)
호흡기관용약,메프친정25마이크로그램(프로카테롤염산염수화물)_(25μg/1정)
호흡기관용약,메프친정(프로카테롤염산염수화물)_(50μg/1정)
정신신경용제,파로마정(프로시클리딘염산염)_(5mg/1정)
정신신경용제,영프로마정(프로시클리딘염산염)_(5mg/1정)
정신신경용제,파마프로시클리딘정(프로시클리딘염산염)_(5mg/1정)
정신신경용제,프로이머정(프로싸이클리딘염산염)_(5mg/1정)
해열진통소염제,한올아푸록산정300밀리그램(프로글루메타신말레산염)_(0.3g/1정)
해열진통소염제,데노간주(프로파세타몰염산염)_(1g/1병)
해열진통소염제,파세타주(프로파세타몰염산염)_(1g/1병)
혈압강하작용의약품,인데놀정10mg(프로프라놀롤염산염)_(10mg/1정)
혈압강하작용의약품,인데놀정40mg(프로프라놀롤염산염)_(40mg/1정)
혈압강하작용의약품,테프라정40밀리그램(프로프라놀롤염산염)_(40mg/1정)
호흡기관용약,슈다페드정(슈도에페드린염산염)_(60mg/1정)
호흡기관용약,슈다펜정(수도에페드린염산염)_(60mg/1정)
호흡기관용약,슈페린정(슈도에페드린염산염)_(60mg/1정)
호흡기관용약,대우슈도에페드린염산염정60mg_(60mg/1정)
호흡기관용약,파마염산슈도에페드린정_(60mg/1정)
호흡기관용약,신일슈도에페드린정(수도에페드린염산염)_(60mg/1정)
호흡기관용약,코슈정(슈도에페드린염산염)_(60mg/1정)
소화성궤양용제,벨프란정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베나정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베프롤정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,뉴베라정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라벤프정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베투정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파리원정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베프리졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,아베졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라피에스정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베에트정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라페졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베건정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파비스라베프라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베엠정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,엔티프라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베프졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,셀라베정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베휴정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베라정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,오코라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베원정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베르정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베라엠정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베맥스정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,삼성라베프라졸정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베플러스정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라비에트정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베넥스정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,동성라베프라졸정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,뉴라벨정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,드라베정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베로즈정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,로베돌정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라프린정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베칸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,에이프로젠라베프라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베라톤정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파리아졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베스타정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베움정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베젠정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베파정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베피아정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베올정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,베프졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베트라정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,스토라베정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,베라졸정(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,씨엠지라베프라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라비파정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파리나졸정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파비졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베파졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베프론정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베톤정10밀리그람(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,에스프라정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베스틴정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,레스프라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베트정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파비라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베프린정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베드정(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베리트정10밀리그람(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파리아톤정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,"라베프라정10mg_(라베프라졸나트륨, 10mg/1정)"
소화성궤양용제,빠리바정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,피피라졸정10밀리그람(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,피아이졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,레프라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,환인라베프라졸정10밀리그램_(10mg/1정)
소화성궤양용제,라베프리정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파라메트정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베폰정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,비보존라베프라졸정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,네오베트정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,보리라베정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,레이프라정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,알피라베정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베민정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베핀정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,비엘라베정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파리엔정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,경보라베프라졸정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,유니라베프정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라프라졸정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,네오월드정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,에스피씨라베정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라비엠정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라피졸정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라벨라정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베라즈정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라바졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베스토정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파리에트정10밀리그람(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파리벤정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라프리졸정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,파라베졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라라베정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,티디라베정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베탑정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,뉴라베정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라프라이트정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,글로라베정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,얼사라정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,대웅라베프라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베린정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베프란정10밀리그램(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,벤프라정(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베졸정10mg(라베프라졸나트륨)_(10mg/1정)
소화성궤양용제,라베나정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,뉴베라정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라벤프정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베투정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,파리원정20mg(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베프리졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,아베졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라피에스정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베에트정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라페졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베건정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,파비스라베프라졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베엠정20mg(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베프졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,셀라베정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베휴정20mg(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베라정20mg(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,오코라졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베원정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베르정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베라엠정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베맥스정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,삼성라베프라졸정20mg(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베플러스정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라비에트정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베넥스정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,동성라베프라졸정20mg(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,뉴라벨정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,드라베정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베로즈정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,로베돌정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,유라졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라벤티드정20mg(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라프린정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베칸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,에이프로젠라베프라졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베라톤정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베스타정20mg(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베움정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베젠정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베파정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베피아정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베올정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,베프졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베트라정20mg(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,베라졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,씨엠지라베프라졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라비파정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,파리나졸정20mg(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,파비졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베파졸정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베프론정20밀리그램(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,라베톤정20밀리그람(라베프라졸나트륨)_(20mg/1정)
소화성궤양용제,에스프라정20mg(라베프라졸나트륨)_(20mg/1정)
